Id,UserId,Date
1,5,1279539547
2,6,1279539547
3,8,1279539547
4,23,1279539547
5,36,1279539547
6,37,1279539547
7,50,1279539547
8,55,1279539547
9,5,1279539547
10,8,1279539547
11,13,1279539548
12,18,1279539548
13,23,1279539548
14,24,1279539548
16,59,1279539548
17,66,1279539548
18,69,1279539548
19,75,1279539548
20,13,1279539548
21,23,1279539548
22,6,1279539548
23,60,1279539548
24,80,1279539548
25,6,1279539549
26,22,1279539549
27,23,1279539549
28,24,1279539549
29,41,1279539549
31,50,1279539549
32,55,1279539549
33,57,1279539549
34,59,1279539549
35,62,1279539549
37,64,1279539549
38,66,1279539549
39,69,1279539549
40,71,1279539549
41,76,1279539549
42,77,1279539549
43,78,1279539549
44,80,1279539549
45,81,1279539549
46,88,1279539549
47,23,1279539549
48,60,1279539549
49,61,1279539549
50,74,1279539549
51,2,1279539549
52,3,1279539549
53,7,1279539549
54,8,1279539549
55,10,1279539549
56,11,1279539549
57,12,1279539549
58,13,1279539549
60,18,1279539549
61,19,1279539549
62,27,1279539549
63,29,1279539549
64,38,1279539550
65,39,1279539550
66,40,1279539550
67,41,1279539550
69,46,1279539550
70,50,1279539550
71,53,1279539550
72,54,1279539550
73,55,1279539550
74,57,1279539550
75,59,1279539550
76,60,1279539550
77,62,1279539550
78,64,1279539550
79,65,1279539550
80,66,1279539550
81,69,1279539550
82,71,1279539550
83,74,1279539550
84,75,1279539550
85,76,1279539550
86,78,1279539550
87,80,1279539550
88,84,1279539550
89,85,1279539550
90,88,1279539550
91,23,1279539550
93,22,1279539847
94,62,1279539847
95,8,1279539847
96,36,1279539847
97,55,1279539847
98,36,1279539847
99,94,1279539847
100,39,1279540146
101,41,1279540146
102,56,1279540146
103,87,1279540147
104,17,1279540147
105,68,1279540147
106,69,1279540147
107,87,1279540147
108,94,1279540147
109,101,1279540147
110,6,1279540147
112,39,1279540446
113,17,1279540446
114,74,1279540746
115,83,1279540747
116,96,1279540747
117,93,1279540747
118,103,1279540747
119,104,1279540747
120,25,1279540747
121,36,1279540747
122,107,1279540747
123,25,1279541046
124,74,1279541046
125,102,1279541046
126,93,1279541346
127,22,1279541347
128,74,1279541347
129,69,1279541646
130,72,1279541647
131,5,1279541647
132,33,1279541647
133,60,1279541647
134,13,1279541648
135,103,1279541648
136,111,1279541648
137,113,1279541648
138,22,1279541946
139,5,1279541946
140,13,1279541946
141,116,1279541946
142,117,1279541946
143,88,1279542246
144,8,1279542246
145,117,1279542247
146,120,1279542247
147,119,1279542247
148,114,1279542546
149,29,1279542546
150,121,1279542546
151,55,1279542846
152,57,1279542846
153,117,1279542846
154,25,1279542846
155,61,1279542846
156,46,1279543146
157,69,1279543146
158,16,1279543147
159,46,1279543147
160,46,1279543147
161,69,1279543147
162,122,1279543147
163,123,1279543446
164,58,1279543746
165,58,1279543746
166,124,1279544046
167,12,1279544046
168,114,1279544046
169,127,1279544046
170,126,1279544046
171,127,1279544046
172,39,1279544346
173,87,1279544346
174,124,1279544347
175,13,1279544347
176,61,1279544646
177,128,1279544646
178,103,1279544647
179,38,1279544946
180,24,1279544946
181,72,1279544946
182,54,1279544946
183,83,1279545246
184,132,1279545246
185,132,1279545246
186,117,1279545246
187,130,1279545546
188,130,1279545546
189,130,1279545546
190,133,1279545546
191,135,1279545846
192,131,1279546146
193,83,1279546146
195,140,1279546446
196,142,1279546746
197,13,1279546747
198,138,1279546747
199,140,1279546747
200,83,1279546747
201,61,1279547046
202,142,1279547047
203,5,1279547047
204,5,1279547047
205,24,1279547346
206,22,1279547646
207,90,1279547646
208,90,1279547946
209,147,1279547946
210,142,1279548246
211,148,1279548246
212,5,1279548246
213,88,1279548546
214,17,1279548547
215,138,1279548847
216,39,1279548847
217,88,1279550046
218,153,1279550046
219,18,1279550347
220,90,1279550646
221,156,1279550946
222,81,1279551246
223,154,1279551547
224,145,1279551547
225,145,1279551847
226,154,1279551847
229,158,1279552147
230,159,1279552147
231,159,1279552447
232,161,1279552747
233,148,1279553047
234,163,1279553347
235,131,1279553647
236,159,1279554247
237,164,1279554247
238,108,1279554547
239,54,1279554547
240,159,1279555447
241,90,1279556047
242,158,1279556047
244,169,1279556947
245,166,1279557247
246,119,1279558147
247,74,1279558747
248,173,1279558747
249,174,1279559647
250,175,1279559947
251,176,1279559947
252,24,1279560247
253,177,1279560547
254,13,1279561447
255,174,1279561447
256,178,1279561447
257,173,1279561747
258,179,1279561747
260,62,1279562647
261,81,1279562947
262,62,1279563247
263,181,1279565348
264,80,1279565948
265,181,1279565948
266,183,1279565948
267,83,1279566548
268,184,1279566848
269,184,1279566848
270,183,1279567748
271,183,1279568648
272,186,1279568648
273,174,1279569248
274,175,1279569248
275,188,1279569248
276,18,1279569548
277,187,1279570148
280,23,1279570148
281,189,1279571348
282,190,1279572248
283,190,1279572248
284,191,1279573148
285,159,1279573748
288,85,1279574048
289,191,1279574349
290,144,1279574349
291,154,1279574349
292,144,1279574349
293,193,1279574648
294,159,1279574948
295,174,1279574949
296,193,1279575248
297,187,1279575549
298,85,1279575849
299,196,1279576749
300,197,1279576749
301,196,1279577049
302,154,1279577949
303,178,1279579150
304,128,1279580050
305,79,1279580350
306,128,1279580350
307,196,1279580350
308,200,1279580350
309,199,1279580648
310,71,1279580648
311,85,1279580648
312,87,1279580648
313,144,1279580648
314,148,1279580648
315,166,1279580648
316,173,1279580648
317,175,1279580648
318,183,1279580648
319,188,1279580648
320,190,1279580648
321,132,1279580948
322,202,1279580948
323,203,1279580948
324,103,1279581848
325,144,1279581848
326,103,1279582148
327,144,1279582448
328,199,1279582748
329,65,1279583348
330,204,1279583348
331,66,1279583348
332,206,1279584548
333,114,1279584849
334,207,1279584849
336,196,1279586348
337,212,1279586648
338,103,1279587250
339,138,1279587250
340,196,1279587250
341,212,1279587250
342,196,1279587849
343,199,1279588148
344,214,1279589048
345,108,1279589949
346,218,1279590248
347,217,1279590548
348,217,1279591149
349,79,1279591149
350,217,1279591149
351,190,1279591449
352,187,1279591449
353,190,1279592049
354,88,1279592349
355,211,1279592949
356,194,1279592949
357,159,1279592949
358,169,1279593250
359,171,1279593250
360,107,1279595050
361,88,1279595651
362,213,1279595950
363,213,1279596249
364,215,1279597151
365,215,1279597449
366,198,1279597749
367,62,1279598352
368,107,1279598353
369,221,1279598353
370,215,1279598652
371,40,1279600452
372,220,1279600453
373,222,1279600453
374,56,1279601053
375,220,1279601652
376,13,1279601653
377,225,1279602852
378,189,1279603152
379,199,1279605552
380,198,1279606752
381,232,1279606752
382,232,1279606752
383,194,1279606752
384,168,1279607052
386,38,1279607652
387,38,1279607652
388,215,1279607951
389,210,1279607952
390,217,1279607952
391,89,1279608252
392,62,1279609151
394,18,1279609751
396,36,1279610051
398,230,1279610951
399,71,1279611552
400,190,1279612151
401,190,1279612151
402,5,1279612451
403,75,1279612451
404,240,1279612451
405,8,1279613051
406,241,1279613351
407,24,1279613651
408,200,1279613951
409,22,1279614251
410,148,1279614851
412,38,1279616051
413,200,1279616051
414,218,1279618165
415,233,1279619542
416,229,1279620142
417,240,1279620143
418,89,1279620442
420,139,1279620742
422,58,1279621942
423,68,1279621943
424,200,1279623742
425,216,1279624046
426,248,1279624347
427,215,1279625246
428,220,1279625247
429,247,1279627047
430,151,1279627047
431,151,1279627047
432,54,1279627647
433,54,1279630047
434,90,1279633047
435,74,1279634847
436,24,1279636951
437,178,1279636952
438,8,1279636952
439,155,1279637851
440,34,1279640252
441,83,1279640252
442,61,1279640252
444,170,1279641752
446,71,1279643252
447,226,1279643852
448,196,1279644752
450,89,1279653491
451,191,1279654091
452,252,1279657392
453,252,1279657692
454,111,1279657992
455,34,1279659192
456,251,1279660692
457,19,1279662492
458,68,1279663393
459,223,1279663393
460,223,1279664892
461,103,1279664893
462,223,1279665492
463,125,1279666392
464,194,1279666393
465,213,1279666393
466,221,1279666393
467,223,1279667592
468,199,1279669392
469,252,1279669692
470,253,1279670292
471,253,1279670592
472,38,1279670592
473,226,1279671192
474,108,1279672692
475,253,1279673292
476,108,1279675092
477,17,1279675392
478,5,1279677192
479,229,1279678692
480,254,1279679292
481,255,1279679892
482,170,1279680492
483,251,1279681092
484,139,1279681992
485,8,1279682292
486,88,1279682292
487,34,1279686792
488,210,1279686792
489,256,1279688292
490,256,1279689792
491,219,1279690992
492,23,1279693092
493,62,1279693692
494,210,1279694892
495,258,1279696092
496,77,1279696992
497,43,1279696992
498,43,1279696992
499,210,1279697292
501,247,1279703592
502,30,1279704492
503,8,1279706593
504,77,1279706892
505,138,1279708692
506,132,1279709592
507,212,1279712293
508,259,1279716493
509,11,1279718593
510,259,1279718893
511,132,1279719193
512,74,1279719494
513,261,1279719793
515,168,1279724594
516,129,1279724594
517,168,1279724594
518,189,1279724894
519,251,1279730294
521,110,1279730594
523,260,1279735094
524,260,1279741096
525,263,1279744697
526,252,1279746798
527,128,1279758198
528,89,1279758198
529,210,1279763298
530,223,1279763898
531,268,1279768699
532,267,1279768999
533,268,1279769899
534,266,1279770799
535,266,1279770799
537,62,1279773199
538,223,1279773499
539,223,1279774699
540,267,1279774999
541,223,1279775299
542,267,1279776499
543,266,1279777099
544,214,1279778299
545,190,1279778299
547,33,1279781899
548,199,1279781899
549,270,1279782799
550,260,1279783099
552,218,1279786099
553,217,1279786099
554,68,1279788499
555,53,1279788799
556,18,1279791199
557,197,1279791199
558,5,1279792699
559,219,1279792999
562,247,1279795399
564,270,1279797199
565,88,1279798399
566,35,1279801400
567,92,1279802000
568,92,1279802000
569,114,1279804100
570,159,1279820905
571,260,1279835906
572,174,1279837406
573,159,1279850005
574,166,1279856006
575,273,1279858406
576,273,1279859906
577,222,1279860806
578,69,1279863806
579,133,1279864406
581,5,1279871308
582,77,1279871608
583,5,1279871608
584,174,1279872208
585,75,1279872808
586,92,1279879108
587,251,1279880608
588,114,1279889908
589,159,1279894709
590,22,1279896509
591,99,1279897709
592,7,1279900709
593,159,1279907310
594,61,1279911510
595,240,1279920511
596,190,1279936712
597,57,1279936713
598,218,1279943613
599,246,1279961913
600,275,1279964913
601,61,1279971213
602,240,1279974513
603,276,1279974813
604,30,1279982014
605,165,1279985314
606,54,1279993114
607,30,1279993714
608,5,1280021015
609,165,1280030615
610,165,1280030616
611,240,1280031516
612,240,1280031516
613,165,1280031816
614,183,1280037216
615,133,1280043816
616,40,1280048016
617,107,1280050115
618,25,1280060617
619,90,1280101420
620,219,1280111921
621,10,1280127221
622,191,1280127221
624,71,1280128421
625,98,1280129621
626,61,1280129921
627,217,1280134722
628,59,1280137721
629,223,1280140121
630,74,1280140721
631,281,1280142821
632,282,1280142821
633,283,1280143121
634,291,1280143421
635,292,1280143421
636,293,1280143421
637,297,1280143721
638,7,1280144021
639,297,1280144022
640,302,1280144022
641,301,1280144022
642,288,1280144322
643,302,1280144322
644,308,1280144322
645,302,1280144622
646,310,1280144622
648,311,1280144922
650,316,1280144922
652,305,1280145522
653,319,1280145822
654,320,1280145822
655,68,1280145822
656,319,1280146122
658,236,1280146422
659,280,1280146422
660,284,1280146422
661,325,1280146422
662,326,1280146422
663,159,1280146722
665,190,1280147022
667,329,1280147022
668,327,1280147622
669,334,1280147622
670,334,1280149122
671,339,1280149122
672,340,1280149422
673,288,1280150022
674,344,1280150022
675,279,1280150322
676,346,1280150322
677,346,1280150322
678,351,1280151522
679,71,1280151522
680,353,1280152122
681,354,1280152122
682,305,1280153022
683,357,1280153322
684,333,1280154222
685,362,1280155122
686,362,1280155422
687,72,1280156022
688,173,1280157822
689,72,1280158122
690,174,1280160522
691,89,1280160823
692,352,1280161723
693,371,1280161723
694,357,1280162023
695,373,1280162923
696,375,1280165623
698,5,1280166523
699,382,1280166823
700,383,1280167123
701,384,1280167423
702,386,1280167723
703,378,1280168023
704,389,1280168923
705,391,1280169524
